고유번호,시설명,담당구,주소,연락처,홈페이지,추천수,주출입구 접근로 여부,장애인 전용 주차구역 여부,주출입구 높이차이 제거 여부,장애인용 승강기 여부,장애인 화장실 여부,장애인용 객실 이용가능 여부,장애인용 관람석 이용가능 여부,장애인 매표소 여부,시각장애인 편의서비스 여부,청각장애인 편의서비스 여부,안내 서비스 여부,휠체어 대여 여부
277,창2동주민센터,도봉구,서울시 도봉구 덕릉로59길 73-3,02-2289-1510,http://dong.dobong.go.kr/changdong2/,0,Y,N,Y,N,N,N,N,N,N,N,N,N
2129,연세대학교 B2.외래진료소,서대문구,서울시 서대문구 연세로  50,,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2939,한서초등학교,마포구,서울시 마포구 대흥로24바길 27,02-716-4914,www.hanseo.es.kr,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
2482,서울여자대학교 부속유치원,노원구,서울시 노원구 화랑로 621,02-970-5353,www.swuchild.co.kr,0,Y,Y,N,N,Y,N,N,N,N,N,N,N
2582,신방학초,도봉구,서울시 도봉구 시루봉로  173,02-956-6508,www.sbh.es.kr/,0,Y,Y,N,N,Y,N,N,N,N,N,N,N
5286,서울숲코오롱디지털타워3,성동구,서울시 성동구 아차산로 49,02-2117-0985,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4622,도봉숲속마을,도봉구,서울시 도봉구 도봉산길  54-14,02-954-0203,,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
4581,종암교회어린이집,성북구,서울시 성북구 종암로25길  17,,,0,N,Y,N,N,N,N,N,N,N,N,N,N
4642,금천문화체육회관,금천구,서울시 금천구 독산로54길 188,,,0,N,Y,Y,N,N,N,N,N,N,N,N,N
3937,예지어린이집,강서구,서울시 강서구 강서로18길 125,02-2601-0885,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
4586,유유어린이집,도봉구,서울시 도봉구 노해로63나길 8-11,02-905-0143,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4590,딩동댕어린이집,도봉구,서울시 도봉구 우이천로12길 24,02-993-9245,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
3944,화곡어린이집,강서구,서울시 강서구 까치산로  60,02-2697-3105,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4521,미소담어린이집,강서구,서울시 강서구 곰달래로18길 33-13,02-2695-2220,,0,N,Y,Y,N,N,N,N,N,N,N,N,N
3818,행복한 꿀벌 어린이집,송파구,서울시 송파구 삼전로14길 21,,,0,Y,Y,Y,N,Y,N,Y,N,N,N,N,N
5358,E&amp;C벤쳐드림타워5차,구로구,서울시 구로구 디지털로31길 53,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3822,선사어린이집,강동구,서울시 강동구 상암로3길 70,02-3426-1148,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3837,쌍문3동어린이집,도봉구,서울시 도봉구 노해로 224,02-990-3261,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
3250,오류고등학교,구로구,서울시 구로구 오리로21길 2,02-2684-2300,www.oryu.hs.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4689,동작구청,동작구,서울시 동작구 장승배기로 161,02-820-1114,http://www.dongjak.go.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3205,문정중학교,송파구,서울시 송파구 문정로 73,02-448-6348,http://www.munjeong.ms.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3214,공항중학교,강서구,서울시 강서구 방화대로  241,02-2662-0471,http://konghang.ms.kr/,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
3636,서울청탑입시학원,동작구,서울시 동작구 노량진로 114,02-817-3333,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4404,세브란스 어린이집,서대문구,서울시 서대문구 증가로30길 41,02-312-7991,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4411,이수어린이집,동작구,서울시 동작구 동작대로35사길 13,02-591-7634,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4418,하랑숲어린이집,동작구,서울시 동작구 동작대로41길 7,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5511,KT 양재지점,강남구,서울시 강남구 남부순환로 2653,080-258-1025,http://www.kt.com/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2227,한누리치과병원,중구,서울시 중구 수표로 31,02-753-1922,,0,Y,N,N,Y,Y,N,N,N,N,N,N,N
2155,경찰병원,송파구,서울시 송파구 송이로 123,02-3400-1114,www.nph.go.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2104,2001아울렛중계점,노원구,서울시 노원구 동일로204가길 46,02-948-2001,shop.2001outlet.com/,0,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N
2130,대림성모병원,영등포구,서울시 영등포구 시흥대로 657,02-8299-000,www.drh.co.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2134,강남세브란스,강남구,서울시 강남구 언주로 211,02-1599-6114,gs.iseverance.com/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
1804,서영교회,은평구,서울시 은평구 증산로11길  7-12,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
2250,서울선병원,중랑구,서울시 중랑구 망우로 373,02-436-1900,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2351,맑은수병원,동대문구,서울시 동대문구 천호대로83길 44,02-2681-0119,www.cleansu.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2032,신암교회문화원,성북구,서울시 성북구 보문로27길  15,,,0,Y,N,N,N,N,N,N,N,N,N,N,N
1971,창동감리교회,도봉구,서울시 도봉구 덕릉로  213,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
719,종로5가우체국,종로구,서울시 종로구 종로 207,02-763-0004,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
75,마천1동주민센터,송파구,서울시 송파구 마천로 343,02-2147-4120,http://www.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&cate_id=BC0600000000,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3325,예일여자고등학교,은평구,서울시 은평구 연서로 117,02-380-0972,www.yale.hs.kr,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
4281,우림어린이집,은평구,서울시 은평구 연서로18길 7,02-357-2235,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4287,신꿈나무어린이집,금천구,서울시 금천구 시흥대로 126-47,,,0,Y,Y,Y,N,N,Y,N,N,N,N,N,N
2128,사랑의 병원,관악구,서울시 관악구 남부순환로 1860,02-880-0114,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
2136,차병원(별관),강남구,서울시 강남구 논현로 566,02-3468-3000,www.chamc.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2137,연세대학교 재활병원,서대문구,서울시 서대문구 연세로 50,02-1599-1004,ser.iseverance.com/rehabil,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2110,마리오아울렛3,금천구,서울시 금천구 벚꽃로  266,,www.mariooutlet.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2211,장스여성병원,중랑구,서울시 중랑구 망우로 411,02-490-4000,www.jangshospital.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2215,베드로병원(증축 및 대수선),강남구,서울시 강남구 남부순환로 2633,02-1544-7522,www.goodspine.org,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2235,도봉병원 &lt;건강검진센터&gt;,도봉구,서울시 도봉구 도봉로 726,02-3492-3250,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
2238,스타병원,강서구,서울시 강서구 강서로  206,02-2604-9300,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
2242,성심고려병원,금천구,서울시 금천구 범안로 1191,02-805-6797,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2185,삼육의료원건강검진센터,동대문구,서울시 동대문구 망우로 8,02-1577-3675,www.sah.co.kr,0,Y,N,Y,Y,Y,N,N,N,N,N,N,N
630,강서우체국,강서구,서울시 강서구 강서로  448,02-2660-8913,http://www.koreapost.go.kr/se/157/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5893,샘터파랑새극장,종로구,서울시 종로구 동숭동 1-115,,,0,N,N,N,N,Y,N,N,N,N,N,N,N
5900,알과핵 소극장,종로구,서울시 종로구 동숭동 1-140 (마로니에유리빌딩지하1층),,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
5787,롯데시네마 합정,마포구,서울시 마포구 양화로 45,,,0,Y,N,Y,Y,N,N,N,N,N,N,N,N
536,관악산지구대,관악구,서울시 관악구 신림로28길 1,02-877-4444,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
547,성수경마지구대,성동구,서울시 성동구 왕십리로5길 5,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
556,수유2동지구대,강북구,서울시 강북구 삼각산로 115,02-993-2031,,0,Y,Y,Y,N,N,N,Y,N,N,N,N,N
564,왕십리파출소,성동구,서울시 성동구 마장로 205,02-2292-6485,,0,N,Y,Y,N,N,N,Y,N,N,N,N,N
570,천호3 치안센터,강동구,서울시 강동구 천호대로15길 7,02-477-8123,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
2746,녹번초등학교,은평구,서울시 은평구 녹번로1길 1,02-386-0753,www.nokbun.es.kr/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
2512,미래클유치원,강서구,서울시 강서구 수명로1길 1,02-2667-7979,www.miraclekid.co.kr,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
2123,강동성모병원,강동구,서울시 강동구 천호대로 1151,02-488-0020,www.gangdongsm.com,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
2977,영서초등학교,구로구,서울시 구로구 구로동로  165-1,02-838-5212,www.youngseo.es.kr/,0,Y,Y,N,Y,Y,N,N,N,N,N,N,N
3123,신현중학교,중랑구,서울시 중랑구 봉화산로 162,02-3421-0631,www.sinhyeon.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3129,장승중학교,동작구,서울시 동작구 장승배기로10가길 25,02-812-4415,www.jangseung.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
625,신월2동우체국,양천구,서울시 양천구 등촌로 172,02-2692-0318,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
2661,덕암초등학교,노원구,서울시 노원구 덕릉로112길 68,02-3392-0058,www.deokam.es.kr,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
2262,강동한방병원,강동구,서울시 강동구 양재대로  1554,02-455-4500,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2267,이지애 성형외과 병원,강남구,서울시 강남구 압구정로30길 67,080-500-2080,www.izien.co.kr/,0,Y,N,Y,Y,Y,N,N,N,N,N,N,N
1819,대한예수교 장로회 동천교회,영등포구,서울시 영등포구 신길로40길  10,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3053,영림중학교,구로구,서울시 구로구 가마산로27길 17,02-859-0322,www.younglim.ms.kr,0,N,N,Y,N,Y,Y,N,N,N,N,N,N
557,도봉1동치안센터,도봉구,서울시 도봉구 도봉로169나길   49,02-954-3212,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2219,선의노인전문병원,노원구,서울시 노원구 동일로 1419,02-3391-3992,www.sunnycare.co.kr,1,Y,Y,N,Y,Y,N,N,N,N,N,N,N
2171,W병원,관악구,서울시 관악구 남부순환로  1640,,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4267,소망어린이집,송파구,서울시 송파구 백제고분로27길 25,02-2202-4610,,0,Y,Y,Y,N,Y,Y,N,N,N,N,N,N
4674,K-2타워,성동구,서울시 성동구 성수이로22길   60,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
3958,예사랑어린이집,강서구,서울시 강서구 초록마을로14길 2,02-2698-2293,,0,Y,Y,N,N,N,Y,N,N,N,N,N,N
3962,하늘샘어린이집,구로구,서울시 구로구 개봉로18길 17,02-2615-8825,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
603,중화치안센터,중랑구,서울시 중랑구 동일로 792,02-432-3119,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
3373,문일고등학교,금천구,서울시 금천구 시흥대로47길 45,02-802-2301,www.moonil.hs.kr,0,Y,N,Y,N,N,N,N,N,N,N,N,N
3378,장훈고등학교,영등포구,서울시 영등포구 영등포로64길 26,02-842-6921,www.janghoon.hs.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3380,영등포공고,강서구,서울시 강서구 허준로5길  15,02-2659-2983,www.younggong.hs.kr,0,N,Y,Y,N,Y,N,N,N,N,N,N,N
3805,개포도서관,강남구,서울시 강남구 남부순환로391길 19,02-3462-1989,http://gplib.sen.go.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4230,튼튼어린이집,강서구,서울시 강서구 등촌로39라길 21,02-2653-3928,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3328,월계고등학교,노원구,서울시 노원구 초안산로5길 66,02-900-0063,www.wg.hs.kr,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
3243,상현중학교,동작구,서울시 동작구 사당로2길 2-19,02-815-5375,www.sanghyeon.ms.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4692,청룡동 주민센터,관악구,서울시 관악구 쑥고개로  44,02-879-4381,http://www.gwanak.go.kr/servlets/rnl/gwanak/dong/user/service/ContentServlet?cmd=CONTENT&menu_no=000383&cp_post_code=7090,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3538,명지대인문캠퍼스종합학술관,서대문구,서울시 서대문구 거북골로 34,1577-0020,http://www.mju.ac.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3535,연세대학교 체육관,서대문구,서울시 서대문구 연세로  50,02-2123-3781,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2038,대순진리회(용곡회관),중랑구,서울시 중랑구 용마산로  530,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2272,뉴강서성심병원,강서구,서울시 강서구 양천로 45-5,02-2665-0911,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
2307,서울실버요양병원,중랑구,서울시 중랑구 망우로 166-17,02-494-9004,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
2765,이화여대부속초등학교,서대문구,서울시 서대문구 성산로 519-39,02-362-6179,www.ewha.net,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3077,연북중학교,서대문구,서울시 서대문구 연희로36길  32,02-332-7378,www.yeonbuk.ms.kr,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
2782,상일초등학교,강동구,서울시 강동구 천호대로 1477,02-428-0348,www.seoulsangil.es.kr,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
2784,중랑초등학교,중랑구,서울시 중랑구 봉우재로6길 26,02-437-4147,www.jungrang.es.kr/,0,Y,N,Y,Y,N,N,N,N,N,N,N,N
2848,서울홍제초등학교,서대문구,서울시 서대문구 세검정로1길  85,02-396-7235,www.hongje.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3482,서울대환경안전원,관악구,서울시 관악구 관악로  1,02-880-5500,http://ieps.snu.ac.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
1855,언약교회(반석교회),마포구,서울시 마포구 월드컵로42길  20,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
64,ABC마트,중구,서울시 중구 명동8길  12,02-776-7711 ,http://www.abcmart.co.kr/,1,Y,Y,Y,N,N,N,N,N,N,N,N,N
69,정릉3동주민센터,성북구,서울시 성북구 솔샘로1길 6-3,02-941-2651,http://place.map.daum.net/8061441,0,N,Y,N,N,Y,N,N,N,N,N,N,N
14,하나로마트,동작구,서울시 동작구 서달로 150,02-813-7001,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
406,망원지구대,마포구,서울시 마포구 망원로2길  63,02-337-5908 ,,0,N,Y,Y,N,N,N,N,N,N,N,N,N
736,창5동우체국,도봉구,서울시 도봉구 노해로  309,02-992-4903,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
740,서교우체국,마포구,서울시 마포구 양화로  62,02-332-0288,,0,Y,N,Y,N,Y,N,N,N,N,N,N,N
742,발산동우체국,강서구,서울시 강서구 강서로  283,02-2662-0152,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
492,장충파출소,중구,서울시 중구 충무로 56-1,02-2252-0435 .,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
759,수유동우체국,강북구,서울시 강북구 삼양로 468,02-903-0031 ,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
856,연화공원화장실,송파구,서울시 송파구 새말로15길 17-5,,,0,Y,N,Y,N,Y,N,N,N,N,N,N,N
1901,상봉교회,중랑구,서울시 중랑구 상봉중앙로6가길  19-9,02-434-9144,http://sangbong.onmam.com/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1914,광석교회,동대문구,서울시 동대문구 왕산로26길 49,,,0,Y,N,N,N,N,N,N,N,N,N,N,N
4290,모아래어린이집,금천구,서울시 금천구 가산로9길  35,02-865-7220,,0,Y,Y,Y,N,N,Y,N,N,N,N,N,N
1775,대한불교조계종성림사,마포구,서울시 마포구 월드컵북로15안길 15,02-334-6465,,1,Y,Y,N,N,N,N,N,N,N,N,N,N
1932,충심교회,영등포구,서울시 영등포구 디지털로 338-8,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
962,서울팀메이트치과리뉴미치과(오플란트치과),강서구,서울시 강서구 화곡로 157,02-2693-2275,http://www.oplant.co.kr/intro/network/hwagok.jsp,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
970,새서울병원,동대문구,서울시 동대문구 장한로 144,,,0,Y,N,N,N,N,N,N,N,N,N,N,N
317,회기동주민센터,동대문구,서울시 동대문구 회기로25길 12-1,02-2171-6402,http://dong.ddm.go.kr/intro,0,Y,N,Y,N,Y,N,N,N,N,N,N,N
388,신원동주민센터,관악구,서울시 관악구 남부순환로198길 7,02-879-4711,http://www.gwanak.go.kr/servlets/rnl/gwanak/dong/user/service/ContentServlet?cmd=CONTENT&menu_no=000383&cp_post_code=7150,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
1437,메가박스 수유,강북구,서울시 강북구 도봉로 399,1544-0070,http://www.megabox.co.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
1446,두봉빌딩,동대문구,서울시 동대문구 장한로2길 33,,,0,N,N,N,N,Y,N,N,N,N,N,N,N
732,경희대학교우체국,동대문구,서울시 동대문구 회기로 1,02-964-8233,,0,Y,N,Y,N,Y,N,N,N,N,N,N,N
478,가락지구대,송파구,서울시 송파구 중대로 17,02-995-6471 ,,0,N,N,Y,N,N,N,N,N,N,N,N,N
1866,신답교회,동대문구,서울시 동대문구 답십리로52길 19,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
1870,동일로교회,노원구,서울시 노원구 수락산로 228,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1911,금천소망교회,금천구,서울시 금천구 범안로 1187,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1912,영광교회,영등포구,서울시 영등포구 당산로50가길 8,,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
1936,이문동성당,동대문구,서울시 동대문구 이문로12길 20,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
707,오륜동우체국,송파구,서울시 송파구 양재대로 1218,02-404-0205,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
1999,좋은나무교회 ,송파구,서울시 송파구 성내천로24길 6,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3056,거원중학교,송파구,서울시 송파구 양산로2길  30,02-405-4200,www.geowon.ms.kr,0,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N
2004,천주교회,동작구,서울시 동작구 흑석로13길 3,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2022,창4동성당,도봉구,서울시 도봉구 마들로13길 192,02-990-9723,aos.catholic.or.kr/chang4dong,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2186,서울성모병원 ,서초구,서울시 서초구 반포대로  222,02-155-1511,www.cmcseoul.or.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2191,연세대학교 심장혈관병원,서대문구,서울시 서대문구 연세로  50,02-1599-1004,heart.yonsei.ac.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
788,금호1가보건분소,성동구,서울시 성동구 금호로  114,02-2286-7102,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
1444,블루스퀘어,용산구,서울시 용산구 이태원로 294,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
245,발산1동주민센터,강서구,서울시 강서구 강서로47길  54,02-2600-7895,http://www.gangseo.seoul.kr/site/dong/index.jsp?dnum=17&dcode=BS1,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3035,백석중학교,강서구,서울시 강서구 등촌로51나길 35,02-2644-2886,http://www.baekseok.ms.kr/,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
3046,미양중학교,강북구,서울시 강북구 인수봉로 39,02-981-6872,www.mi-yang.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3106,중계중학교,노원구,서울시 노원구 덕릉로76길 23,02-932-2545,www.junggye.ms.kr,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
2534,강동유정유치원,강동구,서울시 강동구 상일로14길 41,02-428-4466,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
2537,연세대학교 유진하이마트어린이집,서대문구,서울시 서대문구 연세로 50,02-2123-8266,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2564,계성초등학교,서초구,서울시 서초구 신반포로19길 23,02-590-5500,www.gyeseong1882.es.kr,0,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N
2918,서울개운초등학교,성북구,서울시 성북구 정릉로48길  52,02-925-8867,www.gaewoon.es.kr/,0,N,Y,N,Y,N,N,N,N,N,N,N,N
3142,한양대부속중학교,성동구,서울시 성동구 살곶이2길 27-2,02-2200-3700,http://www.hanyang-ag.ms.kr/,0,Y,Y,N,N,N,N,N,N,N,N,N,N
2584,신강초등학교,양천구,서울시 양천구 중앙로55길 72,02-2608-2567,www.singang.es.kr,0,N,N,Y,N,N,N,N,N,N,N,N,N
2590,신목초등학교,양천구,서울시 양천구 신목로5길 11-6,02-2649-8497,www.sinmoc.es.kr/,0,Y,N,Y,N,N,N,N,N,N,N,N,N
4065,은빛키즈어린이집,송파구,서울시 송파구 백제고분로22길 35,,,0,Y,Y,N,N,Y,Y,N,N,N,N,N,N
4683,서원동주민센터,관악구,서울시 관악구 관악로 255-7,02-879-4681,http://www.gwanak.go.kr/servlets/rnl/gwanak/dong/user/service/ContentServlet?cmd=CONTENT&menu_no=000383&cp_post_code=7140,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3769,그린 컴퓨터 아트 학원(만이빌딩),강남구,서울시 강남구 강남대로  428,02-3481-1005,http://www.itgreenart.com/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3771,프리모빌딩(강남청솔학원),노원구,서울시 노원구 노원로 464,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3813,동대문도서관,동대문구,서울시 동대문구 천호대로4길 22,02-2254-1844,www.ddmlib.sen.go.kr,0,Y,N,Y,Y,Y,N,N,N,N,N,N,N
3815,성덕어린이집,동작구,서울시 동작구 등용로 27,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3334,동작고등학교,동작구,서울시 동작구 솔밭로 47,02-588-4197,http://www.dongjak.hs.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4713,구로경찰서,구로구,서울시 구로구 가마산로 235,02-862-0112,http://www.smpa.go.kr/gr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3603,고우빌딩 (이씨씨 강동어학학원),강동구,서울시 강동구 동남로75길  27,02-442-0509,,0,N,Y,N,Y,N,N,N,N,N,N,N,N
3494,개신대학원대학교,강북구,서울시 강북구 도봉로 235,02-945-0910,http://www.rts.ac.kr/,0,Y,Y,N,Y,N,N,N,N,N,N,N,N
3753,이익훈 어학원,종로구,서울시 종로구 청계천로 67,02-723-3333,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3215,신일중학교,강북구,서울시 강북구 솔매로 49-20,02-989-4151,http://www.shin-il.ms.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3816,한별어린이집,강남구,서울시 강남구 봉은사로51길 42,02-569-8711,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3836,새송이어린이집,송파구,서울시 송파구 양재대로 62길-17,02-3401-3575,http://song2kids.net/,1,Y,Y,Y,N,N,N,N,N,N,N,N,N
4718,도봉보건소,도봉구,서울시 도봉구 방학로3길 117,02-2091-4402,http://health.dobong.go.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4597,아이세상어린이집,도봉구,서울시 도봉구 시루봉로 231,02-3493-5004,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
3224,대치중학교,강남구,서울시 강남구 남부순환로378길 39,02-572-9781,www.daechi.ms.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3752,테마프라자(씨앤씨학원),양천구,서울시 양천구 목동서로 389,02-2643-2025,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3758,신사교육연구학원,은평구,서울시 은평구 증산로 375,02-308-8661,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2532,유정유치원,송파구,서울시 송파구 충민로 177,02-408-3408,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2535,대진유치원,마포구,서울시 마포구 성미산로  110,02-334-0161,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2538,등촌제일유치원,강서구,서울시 강서구 화곡로66길 118,,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2725,잠전초등학교,송파구,서울시 송파구 올림픽로12길 51,02-423-5625,www.jamjeon.es.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2958,안평초등학교,동대문구,서울시 동대문구 장한로14길 81,02-2214-0258,www.anpyeong.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2729,이문초등학교,동대문구,서울시 동대문구 신이문로 16,02-957-8141,www.imun.es.kr/,0,Y,N,Y,Y,Y,N,N,N,N,N,N,N
5739,난타전용관(홍대),마포구,서울시 마포구 양화로16길 29 옐로우다이아몬드 지하 23층,,,0,Y,N,Y,Y,Y,N,Y,N,N,N,N,N
5743,홍대 캐치라이트 클럽,마포구,서울시 마포구 와우산로21길 31 캐치라이트빌딩 B1F,,,0,N,N,N,N,N,N,N,N,N,N,N,N
825,총신대입구역,동작구,서울시 동작구 동작대로 117,02-6110-4321.,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
4146,자연어린이집,강북구,서울시 강북구 오현로28길 11,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1893,청량리성당,동대문구,서울시 동대문구 홍릉로8길 14,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
1919,경륜교회,노원구,서울시 노원구 초안산로3길 41,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1925,신정제일교회,양천구,서울시 양천구 은행정로3길 6,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
425,성북파출소,성북구,서울시 성북구 성북로 94,02-762-0103 ,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
